Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38.5,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768.0,26493,3,No,17,3,1,3,9,2,2,4,3,0,2
39.0,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042.0,3140,0,No,13,3,4,0,10,2,1,9,2,3,8
45.0,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5274.5,5388,1,No,19,3,1,2,10,3,3,10,7,3,9
38.0,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756.0,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2
35.0,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306.0,21530,9,No,17,3,3,0,15,3,3,13,12,6,0
37.0,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936.0,9953,1,No,11,3,1,1,8,2,1,8,4,7,7
40.0,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945.0,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3
44.0,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743.0,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2
48.0,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202.0,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
35.0,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440.0,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2
24.0,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760.0,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3
27.0,,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517.0,22490,7,No,17,3,1,0,5,0,3,3,2,0,2
27.0,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580.0,6297,2,No,13,3,3,0,6,0,2,4,2,1,2
40.0,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166.0,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3
29.0,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5771.5,23413,9,No,11,3,3,0,8,2,3,5,2,1,4
36.0,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008.0,22792,4,No,12,3,3,2,9,6,3,3,2,0,2
25.0,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1,No,17,3,3,2,7,6,3,7,7,0,7
39.0,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295.0,7693,4,No,21,4,3,0,7,3,3,5,4,1,0
49.0,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16646.25,3498,3,No,16,3,2,2,27,2,3,4,2,1,2
50.0,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269.0,21981,5,No,15,3,3,3,19,3,3,14,11,1,11
20.0,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2529.0,13251,1,No,19,3,1,0,2,3,3,2,2,2,2
34.0,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433.0,19332,1,No,12,3,3,1,11,2,3,11,8,7,9
36.0,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2018.0,10950,2,No,11,3,3,0,15,4,3,4,3,1,3
49.0,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966.0,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12
36.0,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374.0,15411,0,No,15,3,3,0,4,6,3,3,2,1,2
36.0,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6,No,20,4,1,1,13,3,3,5,4,0,4
54.0,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426.0,18685,3,No,25,4,3,1,36,6,3,10,8,4,7
43.0,,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603.0,3525,1,No,24,4,1,1,14,3,3,14,10,6,11
35.0,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7
38.0,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
29.0,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,5736.0,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9
33.0,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505.0,3921,1,No,14,3,3,2,6,5,3,6,2,0,4
32.0,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0,No,13,3,3,2,10,4,2,9,5,1,6
31.0,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476.0,22589,1,No,11,3,1,2,10,2,3,10,0,0,2
49.0,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2
38.0,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440.0,23826,1,No,22,4,2,0,4,3,3,4,3,3,3
47.0,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972.0,21086,6,No,14,3,3,3,29,2,3,3,2,1,2
49.0,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4,No,14,3,1,0,23,2,3,8,7,0,0
41.0,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2
20.0,,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1,No,11,3,1,0,2,3,3,2,2,0,2
33.0,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2
36.0,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6,No,14,3,2,2,10,2,2,3,2,0,2
44.0,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195.0,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2
23.0,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2
38.0,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306.0,26176,7,No,19,3,4,1,7,5,2,0,0,0,0
53.0,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005.0,3458,3,No,15,3,3,0,11,2,3,4,3,1,2
48.0,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7
32.0,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1,No,12,3,1,0,1,2,3,1,0,0,0
26.0,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,No,20,4,3,0,7,5,3,7,7,5,7
55.0,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,No,12,3,4,1,8,1,3,4,2,1,2
34.0,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912,1,No,14,3,3,1,15,3,4,15,10,4,13
60.0,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,9613.0,20467,3,No,20,4,3,1,19,2,4,1,0,0,0
33.0,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,No,18,3,4,3,14,6,3,14,11,2,13
37.0,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1,No,14,3,3,2,6,2,2,6,3,1,3
34.0,,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338,1,No,12,3,2,0,10,3,3,10,9,8,7
23.0,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2
44.0,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,8008.0,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7
35.0,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4
43.0,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8
24.0,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616,1,No,16,3,4,1,5,1,3,5,3,0,4
35.0,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241.0,15869,1,No,12,3,2,0,10,3,3,10,8,8,7
29.0,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,No,17,3,3,1,9,2,3,5,3,1,2
36.0,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,3258.0,7439,3,No,15,3,3,0,17,2,2,13,7,6,7
45.0,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748.0,3395,3,No,23,4,4,1,25,3,2,23,15,14,4
24.0,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555.0,11585,1,No,11,3,3,1,1,2,3,1,0,0,0
47.0,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7,No,11,3,3,0,25,3,1,23,5,14,10
26.0,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217,1,No,15,3,3,3,3,3,4,3,2,0,2
53.0,,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704.0,17119,1,No,11,3,3,0,21,2,3,21,6,8,6
32.0,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360,6,No,13,3,1,1,10,3,2,5,2,1,3
31.0,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1,No,14,3,4,1,6,2,4,5,2,0,3
41.0,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430.0,20794,6,No,19,3,2,1,10,4,3,3,2,1,2
40.0,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0
24.0,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,No,13,3,2,3,6,2,4,6,2,1,2
46.0,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697,6,No,14,3,4,0,19,3,3,10,7,0,9
35.0,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151,2,No,16,3,2,1,17,3,3,7,7,0,7
30.0,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862.0,3811,1,No,12,3,2,1,10,2,2,10,0,0,8
47.0,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978.0,3536,7,No,11,3,4,1,4,3,1,1,0,0,0
42.5,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3
36.0,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134.0,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2
32.0,,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735.0,12147,6,No,15,3,2,0,10,2,3,0,0,0,0
23.0,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,12862,1,No,13,3,3,0,3,3,1,3,2,1,2
31.0,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2,No,20,4,4,0,9,3,2,5,4,1,4
39.0,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472.0,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8
32.0,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840,3,No,13,3,3,1,10,2,1,4,3,0,2
40.0,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833.0,4349,1,No,14,3,2,0,21,3,2,21,8,12,8
45.0,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756.0,6595,4,No,21,4,3,2,9,2,4,5,0,0,3
30.0,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968.0,26427,0,No,16,3,4,0,10,2,3,9,7,0,7
24.0,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145.0,2097,0,No,14,3,4,1,3,2,3,2,2,2,1
30.0,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2264.5,9732,6,No,11,3,3,1,6,0,2,4,2,1,2
31.0,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943,1,No,19,3,3,1,6,3,3,5,2,0,2
27.0,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,No,11,3,3,0,6,5,2,6,2,1,4
29.0,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760.0,14630,1,No,13,3,3,0,2,3,3,2,2,2,2
29.0,,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2
30.0,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088,2,No,11,3,1,1,12,2,3,7,7,1,7
34.0,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2
33.0,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147.0,10697,8,No,15,3,4,0,13,2,2,11,7,1,7
49.0,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507.0,8191,3,No,12,3,3,0,8,1,4,5,1,0,4
33.0,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8077.5,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0
38.0,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4,No,14,3,2,1,9,4,2,6,1,0,5
31.0,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002,2,No,13,3,1,3,10,2,3,1,0,0,0
29.0,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,10007,1,No,13,3,3,1,1,2,3,1,0,0,0
30.0,,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5800.0,9128,3,No,16,3,3,1,10,3,3,7,0,1,7
32.0,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718.0,17674,2,No,14,3,2,0,12,3,3,7,7,0,7
38.0,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0
43.0,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437.0,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0
36.0,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,No,22,4,2,3,7,6,2,5,3,0,4
55.0,,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038.0,19805,8,No,12,3,2,3,34,2,3,1,0,0,0
33.0,,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5,No,15,3,4,2,11,2,2,9,8,1,7
41.0,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1,No,20,4,2,2,5,2,3,5,3,0,4
34.0,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,5539.5,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7
53.0,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2
43.0,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033,0,No,13,3,2,0,10,5,3,9,7,1,8
34.0,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353,5,No,12,3,1,0,6,3,3,2,2,2,2
21.0,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679.0,4567,1,No,13,3,2,0,1,3,3,1,0,1,0
38.0,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,16376,1,No,11,3,2,1,5,3,3,5,4,0,4
22.0,,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0
31.0,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,No,14,3,1,2,13,3,3,12,7,5,7
51.0,,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116.0,22984,2,No,11,3,4,0,15,2,3,2,2,2,2
37.0,,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,No,14,3,1,2,5,2,3,5,2,0,3
46.0,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328.0,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2
36.0,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,8321.0,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7
44.0,,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,2342.0,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3
37.0,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,12832,2,No,13,3,3,0,19,4,2,10,0,4,7
35.0,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,5813.0,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7
33.0,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076,6,No,19,3,2,1,14,1,3,10,8,7,6
28.0,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044.0,5531,1,No,11,3,3,1,5,6,4,5,3,0,3
39.0,No,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464.0,7914,7,No,21,4,3,0,9,3,3,4,3,2,2
46.0,No,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,7991.0,25166,8,No,15,3,3,0,6,3,3,2,2,2,2
40.0,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,3377.0,25605,4,No,17,3,4,1,7,5,2,4,3,0,2
42.0,No,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696,5,No,18,3,3,2,10,2,2,0,0,0,0
35.0,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5274.5,24442,2,No,14,3,3,1,15,6,3,7,7,1,7
32.0,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,7129,5,No,13,3,4,3,13,3,3,11,10,3,8
34.0,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346.0,6208,4,No,17,3,3,1,11,3,2,7,1,0,7
37.0,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,4213.0,4992,1,No,15,3,2,0,10,4,1,10,3,0,8
39.0,No,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,4127.0,19188,2,No,18,3,4,1,7,6,3,2,1,2,2
43.0,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978,4,No,13,3,3,0,7,2,2,3,2,1,2
41.0,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,6870.0,15530,3,No,12,3,1,0,11,3,1,3,2,1,2
44.0,No,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,Yes,13,3,4,1,23,3,4,22,14,13,5
30.0,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,9667.0,2739,9,No,14,3,2,0,9,3,3,7,7,0,2
26.0,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148.0,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4
38.0,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,8926.0,10842,4,No,22,4,4,1,13,2,4,9,7,3,7
40.0,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513.0,9060,4,No,17,3,4,1,12,3,3,5,3,0,3
34.0,No,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,6799.0,22128,1,No,21,4,3,2,10,5,3,10,8,4,8
58.0,No,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,16291.0,22577,4,No,22,4,4,1,37,0,2,16,9,14,14
35.0,No,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,2705.0,9696,0,No,16,3,2,1,6,2,4,5,4,0,3
47.0,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.0,19271,8,Yes,12,3,3,1,28,4,3,22,11,14,10
40.0,,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448.0,10748,2,No,12,3,2,1,15,3,3,7,4,7,7
33.0,No,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,6854.0,15696,4,No,15,3,2,1,14,2,2,7,1,1,7
31.0,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,9637.0,8277,2,No,14,3,4,2,9,3,3,3,2,2,2
28.0,No,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,3591.0,12719,1,No,25,4,3,1,3,3,3,3,2,1,2
38.0,No,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405.0,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3
